SET,#,COST,NAME,TYPE,INK,RARITY,STR,WILL,LORE,MOVE COST,CLASSIFICATIONS,ABILITY,FRANCHISE,FLAVOR TEXT,ILLUSTRATORS,QUANTITY
URR,063,3,Ursula's Plan,Action,Amethyst,Uncommon,,,,,,Each opponent chooses and exerts one of their characters. Those characters can't ready at the start of their next turn.,The Little Mermaid,"""With both the crown and the trident, together we would be unstoppable!""",Eri Welli,0
URR,059,2,Yen Sid - Powerful Sorcerer,Character,Amethyst,Legendary,1,3,1,,Storyborn · Hero · Sorcerer,"TIMELY INTERVENTION When you play this character, if you have a character named Magic Broom in play, you may draw a card.   ARCANE STUDY While you have 2 or more Broom characters in play, this character gets +2 LORE.",Fantasia,,Matthew Robert Davies,0
URR,069,5,Cri-Kee - Lucky Cricket,Character,Emerald,Rare,3,4,3,,Storyborn · Ally,"SPREADING GOOD FORTUNE When you play this character, your other characters get +3 STR this turn.",Mulan,Everyone feels better just knowing he's around.,Heidi Neunhoffer,0
URR,070,3,Diablo - Devoted Herald,Character,Emerald,Legendary,2,2,1,,Floodborn · Ally,"Shift: Discard an action card, Evasive CIRCLE FAR AND WIDE During each opponent's turn, whenever they draw a card while this character is exerted, you may draw a card.",Sleeping Beauty,,Alice Pisoni,0
URR,071,1,Diablo - Maleficent's Spy,Character,Emerald,Common,1,2,1,,Storyborn · Ally,"SCOUT AHEAD When you play this character, you may look at each opponent's hand.",Sleeping Beauty,"""Keep an eye on the sea witch, my pet. Tell me everything."" - Maleficent",Ellie Horie,0
URR,093,2,Dodge!,Action,Emerald,Common,,,,,,Chosen character gains Ward and Evasive until the start of your next turn.,Mickey Mouse & Friends,"""Missed me, you doggone bully!""",Wouter Bruneel,0
URR,072,4,Gunther - Interior Designer,Character,Emerald,Common,3,3,2,,Dreamborn · Ally,"SAD-EYED PUPPY When this character is challenged and banished, each opponent chooses one of their characters and returns that card to their hand.",Tangled,"""I hate to cover this trap door. It really pulls the room together!""",Anderson Mahanski,0
URR,073,2,Gus - Champion of Cheese,Character,Emerald,Common,2,3,1,,Storyborn · Ally,,Cinderella,You can always rely on him when it comes to cheese.,Maddie Shilt,0
URR,074,4,Hades - Double Dealer,Character,Emerald,Legendary,3,3,1,,Storyborn · Villain · Deity,"HERE'S THE TRADE-OFF Exert, Banish one of your other characters - Play a character with the same name as the banished character for free.",Hercules,,Alan Batson,0
URR,076,3,Hera - Queen of the Gods,Character,Emerald,Rare,1,3,2,,Storyborn · Queen · Deity,Ward PROTECTIVE GODDESS Your characters named Zeus gain Ward.   YOU'RE A TRUE HERO Your characters named Hercules gain Evasive.,Hercules,,Raquel Villanueva,0
URR,098,2,Hidden Inkcaster,Item,Emerald,Common,,,,,,"FRESH INK When you play this item, draw a card.   UNEXPECTED TREASURE All cards in your hand count as having INKABLE.",Lorcana,"""It looks like it's been here forever."" - Flounder",Adam Fenton,0
URR,077,3,Jaq - Connoisseur of Climbing,Character,Emerald,Common,1,4,2,,Storyborn · Ally,"SNEAKY IDEA When you play this character, chosen opposing character gains Reckless during their next turn.",Cinderella,Teamwork makes the cheese work.,Maddie Shilt,0
URR,078,5,Jasmine - Desert Warrior,Character,Emerald,Rare,3,3,2,,Dreamborn · Hero · Princess,"CUNNING MANEUVER When you play this character and whenever she's challenged, each opponent chooses and discards a card.",Aladdin,,Alice Pisoni,0
URR,079,3,Megara - Captivating Cynic,Character,Emerald,Common,3,6,2,,Dreamborn · Ally,"SHADY DEAL When you play this character, choose and discard a card or banish this character.",Hercules,"With love, there's always a catch.",Yu Nguyén,0
URR,080,5,Megara - Liberated One,Character,Emerald,Uncommon,4,4,2,,Storyborn · Ally,"Ward PEOPLE ALWAYS DO CRAZY THINGS Whenever you play a character named Hercules, you may ready this character.",Hercules,,Ye Yang / Raquel Villanueva,0
URR,081,3,Pain - Immortal Sidekick,Character,Emerald,Uncommon,2,4,2,,Storyborn · Ally,,Hercules,"""We totally took care of that thing you told us to do and definitely did not spend the day in Thebes ticketing chariots and stealing people's laundry.""",Oggy Christiansson,0
URR,082,4,Panic - Immortal Sidekick,Character,Emerald,Uncommon,3,3,2,,Storyborn · Ally,"REPORTING FOR DUTY While this character is exerted, if you have a character named Pain in play, your Villain characters can't be challenged.",Hercules,"""We absolutely took care of that thing, boss. No problems, just great.""",Oggy Christiansson,0
URR,083,5,Pegasus - Cloud Racer,Character,Emerald,Uncommon,3,3,2,,Floodborn · Ally,"Shift 3 ⬡, Evasive HOP ON! When you play this character, if you used Shift to play him, your characters gain Evasive until the start of your next turn.",Hercules,,Brian Weisz,0
URR,085,2,Pete - Born to Cheat,Character,Emerald,Super Rare,2,3,1,,Dreamborn · Villain · Musketeer,"I CLOBBER YOU! Whenever this character quests while he has 5 STR or more, return chosen character with 2 STR or less to their player's hand.","Mickey, Donald, Goofy: The Three Musketeers",,Carlos Luzzi,0
URR,086,4,Pete - Rotten Guy,Character,Emerald,Uncommon,1,5,2,,Storyborn · Villain · Musketeer,,"Mickey, Donald, Goofy: The Three Musketeers","Minnie: ""This is an outrage!""   Pete: ""No. It's my nefarious plan to steal the throne.""",Stefano Zanchi,0
URR,089,1,The Fates - Only One Eye,Character,Emerald,Common,2,1,1,,Storyborn · Ally,"ALL WILL BE SEEN When you play this character, look at the top card of each opponent's deck.",Hercules,"""We know everything."" - Lachesis",Jon Densk / Hayley Evans,0
URR,090,4,The Muses - Proclaimers of Heroes,Character,Emerald,Rare,2,4,1,,Storyborn · Ally,"Ward THE GOSPEL TRUTH Whenever you play a song, you may return chosen character with 2 STR or less to their player's hand.",Hercules,,Brittney Hackett,0
URR,091,5,Tor - Florist,Character,Emerald,Common,4,7,1,,Dreamborn · Ally,,Tangled,"They say that his arrangements are exquisite, His composites and bouquets are so divine. But when the crowds try to come and visit, There's always quite a fight to form a line.",Anderson Mahanski,0
URR,102,4,Ursula's Garden - Full of the Unfortunate,Location,Emerald,Rare,,7,1,2,,"ABANDON HOPE While you have an exerted character here, opposing characters get -1 LORE.",The Little Mermaid,,Jonathan Livslyst,0
URR,096,1,Ursula's Trickery,Action,Emerald,Uncommon,,,,,,"Each opponent may choose and discard a card. For each opponent who doesn't, you draw a card.",The Little Mermaid,"""How dare you double-cross me!"" Ursula shouted, lunging at the other glimmer.",Matthew Robert Davies,0
URR,100,3,Vision Slab,Item,Emerald,Uncommon,,,,,,"DANGER REVEALED At the start of your turn, if an opposing character has damage, gain 1 lore.   TRAPPED! Damage counters can't be removed.",Encanto,"""Tío Bruno! What's happening to him? We have to help!"" - Mirabel",Jonas Petrauskas,0
URR,097,5,We Don't Talk About Bruno,Action · Song,Emerald,Rare,,,,,,"Return chosen character to their player's hand, then that player discards a card at random.",Encanto,Your fate is sealed when your prophecy is read!,Giulia Riva,0
URR,092,3,Zeus - Mr. Lightning Bolts,Character,Emerald,Super Rare,0,5,2,,Storyborn · King · Deity,"TARGET PRACTICE Whenever this character challenges another character, he gets +STR equal to the STR of chosen character this turn.",Hercules,"""Ha! Now watch your old man work!""",Moniek Schilder,0
URR,103,3,Beast - Wounded,Character,Ruby,Uncommon,2,6,2,,Storyborn · Hero · Prince,THAT HURTS! This character enters play with 4 damage.,Beauty and the Beast,It wasn't the severity of the wounds but the sickly substance that caused such unbearable pain.,Ian MacDonald,0
URR,104,4,Benja - Bold Uniter,Character,Ruby,Common,5,3,1,,Storyborn · Mentor · King,,Raya and the Last Dragon,"""We must work together to heal the entangled.""",Eri Welli,0
URR,130,3,Brawl,Action,Ruby,Common,,,,,,Banish chosen character with 2 STR or less.,Tangled,There are two ways to leave the Snuggly Duckling–the door or the window.,Rosa la Barbera / Leonardo Giammichele,0
URR,105,2,Fa Zhou - Mulan's Father,Character,Ruby,Common,0,4,1,,Storyborn · Mentor,WAR INJURY This character can't challenge.   HEAD OF THE HOUSEHOLD Exert - Ready chosen character named Mulan. She can't quest for the rest of this turn.,Mulan,"""I am ready to serve the Emperor.""",Carmine Pucci,0
URR,106,2,Flynn Rider - Frenemy,Character,Ruby,Super Rare,2,2,1,,Storyborn · Hero · Prince,"NARROW ADVANTAGE At the start of your turn, if you have a character in play with more STR than each opposing character, gain 3 lore.",Tangled,"""You guys look busy–I'll just keep an eye on this lore for you.""",Mike Mu,0
URR,107,4,Goofy - Super Goof,Character,Ruby,Rare,2,4,1,,Storyborn · Hero,"Rush SUPER PEANUT POWERS Whenever this character challenges another character, gain 2 lore.",Mickey Mouse & Friends,Never underestimate the power of a Goof.,Justin Runfola,0
URR,108,3,Hercules - Clumsy Kid,Character,Ruby,Common,3,3,1,,Storyborn · Hero · Prince,Rush,Hercules,"""Nice catch, Jerkules."" - Village boy",Antoine Couttolenc,0
URR,109,5,Hercules - Daring Demigod,Character,Ruby,Uncommon,7,3,0,,Dreamborn · Hero · Prince,"Rush, Reckless",Hercules,,Diogo Saito,0
URR,131,1,Imperial Proclamation,Item,Ruby,Rare,,,,,,"CALL TO THE FRONT Whenever one of your characters challenges another character, you pay 1 ⬡ less for the next character you play this turn.",Mulan,"""By order of the Emperor, one man from every family must serve in the Imperial Army."" - Chi Fu",Devin Yang,0
URR,110,2,Khan - Beloved Steed,Character,Ruby,Uncommon,3,2,1,,Storyborn · Ally,,Mulan,"As silent as a shadow and faster than the wind: brave Khan, the mightiest stallion.",Nicholas Kole,0
URR,111,1,Li Shang - General's Son,Character,Ruby,Common,2,2,1,,Storyborn · Hero,,Mulan,"His training was unsurpassed, but it was his courage that would see him through this fight.",Brian Kesinger,0
URR,112,3,Li Shang - Valorous General,Character,Ruby,Uncommon,3,2,1,,Floodborn · Hero,Shift: Discard a character card LEAD THE CHARGE Your characters with 4 STR or more get +1 LORE.,Mulan,,Nicola Saviori,0
URR,115,2,Mulan - Enemy of Entanglement,Character,Ruby,Uncommon,1,3,1,,Storyborn · Hero · Princess,"TIME TO SHINE Whenever you play an action, this character gets +2 STR this turn.",Mulan,"Ursula's messengers fled, leaving behind tendrils of dark ink.",Jared Mathews,0
URR,117,3,Namaari - Heir of Fang,Character,Ruby,Rare,2,3,1,,Storyborn · Villain · Princess,"TWO-WEAPON FIGHTING During your turn, whenever this character deals damage to another character in a challenge, you may deal the same amount of damage to another chosen character.",Raya and the Last Dragon,,Kasia Brzezinska,0
URR,118,6,Nessus - River Guardian,Character,Ruby,Uncommon,7,5,2,,Storyborn · Villain,,Hercules,He sent the eels away when they came with the sea witch's offer. He didn't need her help making trouble.,Justin Runfola,0
URR,119,4,Noi - Acrobatic Baby,Character,Ruby,Super Rare,4,4,1,,Storyborn · Ally,"FANCY FOOTWORK Whenever you play an action, this character takes no damage from challenges this turn.",Raya and the Last Dragon,Fortune favors the bold–no matter how small.,Denny Minonne,0
URR,120,2,Pegasus - Flying Steed,Character,Ruby,Common,3,1,1,,Storyborn · Ally,Evasive,Hercules,"""He zigs, he zags–what else do ya need?"" - Phil",Kenneth Anderson,0
URR,121,3,Raya - Fierce Protector,Character,Ruby,Super Rare,3,3,1,,Storyborn · Hero · Princess,"DON'T CROSS ME Whenever this character challenges another character, gain 1 lore for each other damaged character you have in play.",Raya and the Last Dragon,"""You're gonna fight an entire army?"" - Sisu",Peter Brockhammer,0
URR,122,4,Raya - Guardian of the Dragon Gem,Character,Ruby,Common,3,3,2,,Storyborn · Hero · Princess,"WE HAVE TO COME TOGETHER When you play this character, ready chosen character of yours at a location. They can't quest for the rest of this turn.",Raya and the Last Dragon,"""There are too many of them for me. But not for us.""",Brittney Hackett,0
URR,125,8,Sisu - Empowered Sibling,Character,Ruby,Legendary,5,4,3,,Floodborn · Hero · Deity · Dragon,"Shift 6 ⬡ I GOT THIS! When you play this character, banish all opposing characters with 2 STR or less.",Raya and the Last Dragon,,Grace Tran,0
URR,135,2,Snuggly Duckling - Disreputable Pub,Location,Ruby,Rare,,9,0,2,,"ROUTINE RUCKUS Whenever a character with 3 STR or more challenges another character while here, gain 1 lore. If the challenging character has 6 STR or more, gain 3 lore instead.",Tangled,,Jeremy Adams,0
URR,133,3,The Plank,Item,Ruby,Common,,,,,,"WALK! 2 ⬡, Banish this item - Choose one:   - Banish chosen Hero character.   - Ready chosen Villain character. They can't quest for the rest of this turn.",Peter Pan,It's a once-in-a-lifetime view.,Roberto Gatto,0
URR,126,4,Tong - Survivor,Character,Ruby,Common,3,6,0,,Storyborn · Ally,Reckless,Raya and the Last Dragon,"""I too wish to join this fellowship of Druun butt-kickery.""",Mike Parker,0
URR,136,1,Training Grounds - Impossible Pillar,Location,Ruby,Common,,5,0,1,,STRENGTH OF MIND 1 ⬡ - Chosen character here gets +1 STR this turn.,Mulan,,Matthew Oates,0
URR,134,1,Vitalisphere,Item,Ruby,Common,,,,,,"EXTRACT OF RUBY 1 ⬡, Banish this item - Chosen character gains Rush and gets +2 STR this turn.",Lorcana,,Sandara Tang,0
URR,139,6,Ariel - Treasure Collector,Character,Sapphire,Super Rare,3,4,3,,Storyborn · Hero · Princess,"Ward THE GIRL WHO HAS EVERYTHING While you have more items in play than each opponent, this character gets +2 LORE.",The Little Mermaid,,Miss Tania Soler,0
URR,169,2,Ariel's Grotto - A Secret Place,Location,Sapphire,Rare,,7,0,2,,"TREASURE TROVE While you have 3 or more items in play, this location gets +2 LORE.",The Little Mermaid,,Jeremy Adams,0
URR,140,4,Aurora - Lore Guardian,Character,Sapphire,Super Rare,3,3,2,,Floodborn · Hero · Princess,Shift 2 ⬡ PRESERVER Opponents can't choose your items for abilities or effects.   ROYAL INVENTORY Exert one of your items - Look at the top card of your deck and put it on either the top or the bottom of your deck.,Sleeping Beauty,,Koni,0
URR,142,5,Dang Hu - Talon Chief,Character,Sapphire,Rare,3,5,2,,Storyborn · Villain,YOU BETTER TALK FAST Your other Villain characters gain Support.,Raya and the Last Dragon,You can find villainy in the most unexpected places.,Rudy Hill,0
URR,143,1,Fa Li - Mulan's Mother,Character,Sapphire,Common,1,3,1,,Storyborn · Mentor,,Mulan,"When far from home, Mulan often thinks of her calming presence.",Sarah Schmidt,0
URR,166,3,Field of Ice,Item,Sapphire,Rare,,,,,,"ICY DEFENSE Whenever you play a character, they gain Resist +1 until the start of your next turn.",Frozen,,Mariana Moreno,0
URR,144,3,Flounder - Collector's Companion,Character,Sapphire,Uncommon,2,2,2,,Storyborn · Ally,"Support I'M NOT A GUPPY If you have a character named Ariel in play, you pay 1 ⬡ less to play this character.",The Little Mermaid,"""Ariel, Ariel! You won't believe what I found!""",James C Mulligan,0
URR,163,1,Glean,Action,Sapphire,Common,,,,,,Banish chosen item. Its player gains 2 lore.,Beauty and the Beast,"""This could be just the thing I need to get my invention working.""",Veronica Di Lorenzo / Livio Cacciatore,0
URR,167,3,Great Stone Dragon,Item,Sapphire,Uncommon,,,,,,ASLEEP This item enters play exerted.   AWAKEN Exert - Put a character card from your discard into your inkwell facedown and exerted.,Mulan,,Ryan Bittner,0
URR,145,4,Hades - Meticulous Plotter,Character,Sapphire,Uncommon,3,6,1,,Storyborn · Villain · Deity,,Hercules,"""This neat little scheme has Ursula's tentacles all over it. That sneaky sea witch . . . Wait! I can use this. She can keep those obnoxious Illumineers busy while I roll out my own plan.""",Carlos Ruiz,0
URR,168,1,Ice Block,Item,Sapphire,Common,,,,,,CHILLY LABOR Exert - Chosen character gets -1 STR this turn.,Frozen,Frozen ink can be harvested and processed to many useful ends.,Gregor Krysinski,0
URR,147,4,Iduna - Caring Mother,Character,Sapphire,Uncommon,3,3,1,,Storyborn · Mentor · Queen,"ENDURING LOVE When this character is banished, you may put this card into your inkwell facedown and exerted.",Frozen,"""Come my darling, homeward bound   When all is lost, then all is found.""",Jake Murphy,0
URR,148,8,John Silver - Terror of the Realm,Character,Sapphire,Rare,8,8,3,,Dreamborn · Villain · Alien · Pirate · Captain,,Treasure Planet,"""Strange things be at the edge of the map: sea witches, entangled glimmers, and whatnot. I'll stay with me ship, thank you.""",Leonardo Giammichele,0
URR,149,3,Olaf - Carrot Enthusiast,Character,Sapphire,Uncommon,1,4,2,,Floodborn · Ally,"Shift: Discard an item card CARROTS ALL AROUND! Whenever he quests, each of your other characters gets +STR equal to this character's STR this turn.",Frozen,,Lauren Levering,0
URR,150,1,Olaf - Trusting Companion,Character,Sapphire,Common,1,2,1,,Storyborn · Ally,Support,Frozen,"""Isn't this Kristoff's hat? If he went this way, he'll be caught in that storm!""",Brian Kesinger,0
URR,151,3,Pascal - Inquisitive Pet,Character,Sapphire,Common,3,3,1,,Storyborn · Ally,"COLORFUL TACTICS When you play this character, look at the top 3 cards of your deck and put them back in any order.",Tangled,"If you want to find something hidden, get someone who's an expert at hiding.",Noukah,0
URR,152,3,Prince Phillip - Gallant Defender,Character,Sapphire,Rare,1,3,2,,Storyborn · Hero · Prince,"Support BEST DEFENSE Whenever one of your characters is chosen for Support, they gain Resist +1 this turn.",Sleeping Beauty,,Mike Parker,0
URR,153,5,Rapunzel - Appreciative Artist,Character,Sapphire,Rare,3,5,3,,Dreamborn · Hero · Princess,"PERCEPTIVE PARTNER While you have a character named Pascal in play, this character gains Ward.",Tangled,"""Pascal! A new flower for the wall!""",Aubrey Archer,0
URR,154,2,Scuttle - Expert on Humans,Character,Sapphire,Uncommon,1,3,1,,Storyborn · Ally,"LET ME SEE When you play this character, look at the top 4 cards of your deck. You may reveal an item card and put it into your hand. Put the rest on the bottom of your deck in any order.",The Little Mermaid,"""Wow. This is special. This is very, very unusual.""",Kapik,0
URR,164,2,Seldom All They Seem,Action · Song,Sapphire,Common,,,,,,Chosen character gets -3 STR this turn.,Sleeping Beauty,I know you   I walked with you once upon a dream,Rachel Elese,0
URR,155,6,Sisu - Wise Friend,Character,Sapphire,Uncommon,6,6,2,,Storyborn · Hero · Deity · Dragon,,Raya and the Last Dragon,"""It may feel impossible, but sometimes, you just have to take the first step, even before you're ready.""",Roger Pérez / Hayley Evans,0
URR,156,3,The Queen - Diviner,Character,Sapphire,Legendary,3,3,1,,Dreamborn · Villain · Queen · Sorcerer,"CONSULT THE SPELLBOOK Exert - Look at the top 4 cards of your deck. You may reveal an item card and put it into your hand. If that item costs 3 or less, you may play it for free instead and it enters play exerted. Put the rest on the bottom of your deck in any order.",Snow White and the Seven Dwarfs,,Mel Milton,0
URR,157,4,Transformed Chef - Castle Stove,Character,Sapphire,Common,3,3,2,,Storyborn · Ally,"A CULINARY MASTERPIECE When you play this character, remove up to 2 damage from chosen character.",Beauty and the Beast,"""A good, hot meal will set you right as rain."" - Mrs. Potts",James C Mulligan,0
URR,165,6,Treasures Untold,Action · Song,Sapphire,Rare,,,,,,Return up to 2 item cards from your discard into your hand.,The Little Mermaid,How many wonders can one cavern hold?,Matt Gaser,0
URR,158,9,Triton - Champion of Atlantica,Character,Sapphire,Legendary,7,9,3,,Floodborn · King,Shift 6 ⬡ IMPOSING PRESENCE Opposing characters get -1 STR for each location you have in play.,The Little Mermaid,,Erin Shin,0
URR,159,3,Triton - Discerning King,Character,Sapphire,Rare,3,3,1,,Storyborn · King,"CONSIGN TO THE DEPTHS Exert, Banish one of your items - Gain 3 lore.",The Little Mermaid,"""If this is the only way, so be it.""",Diogo Saito,0
URR,160,4,Triton - Young Prince,Character,Sapphire,Uncommon,3,4,1,,Dreamborn · Prince,"SUPERIOR SWIMMER During your turn, this character gains Evasive.   KEEPER OF ATLANTICA Whenever one of your locations is banished, you may put that card into your inkwell facedown and exerted.",The Little Mermaid,,Malia Ewart,0
URR,161,2,Tuk Tuk - Curious Partner,Character,Sapphire,Common,2,3,1,,Storyborn · Ally,,Raya and the Last Dragon,"""Some say he's easily distracted. They're not wrong . . ."" - Raya",Oggy Christiansson,0
URR,170,3,Winter Camp - Medical Tent,Location,Sapphire,Common,,8,1,1,,"HELP THE WOUNDED Whenever a character quests while here, remove up to 2 damage from them. If they're a Hero character, remove up to 4 damage instead.",Frozen,,Elodie Mondoloni,0
URR,171,3,Aladdin - Brave Rescuer,Character,Steel,Uncommon,3,3,1,,Floodborn · Hero,"Shift: Discard a location card CRASHING THROUGH Whenever this character quests, you may banish chosen item.",Aladdin,,Randy Bishop,0
URR,172,1,Aladdin - Resolute Swordsman,Character,Steel,Common,1,3,1,,Storyborn · Hero,,Aladdin,"""How about we cut to the part where I make a quick escape and you yell after me? No? Can't say I didn't give you a chance.""",Randy Bishop,0
URR,173,2,Arges - The Cyclops,Character,Steel,Common,4,1,1,,Storyborn · Titan,,Hercules,"""Looks like you got some big feelings there, buddy–let's stomp 'em out!"" - Hades",Alice Pisoni,0
URR,195,4,Avalanche,Action,Steel,Uncommon,,,,,,Deal 1 damage to each opposing character. You may banish chosen location.,Mulan,"A little snow never hurt anyone. That big rock, however . . .",Justin Gerard,0
URR,176,3,Beast - Thick-Skinned,Character,Steel,Common,2,3,1,,Storyborn · Hero · Prince,Resist +1,Beauty and the Beast,He's even tougher than he looks.,Simangaliso Sibaya,0
URR,177,3,Chi-Fu - Imperial Advisor,Character,Steel,Uncommon,0,5,1,,Storyborn · Ally,"OVERLY CAUTIOUS While this character has no damage, he gets +2 LORE.",Mulan,"""You, there! Keep that fighting away from here! It is imperative that I write to the Emperor.""",Gaku Kumatori,0
URR,178,5,Chien-Po - Imperial Soldier,Character,Steel,Common,4,7,1,,Storyborn · Ally,Bodyguard,Mulan,,Michela Cacciatore / Giulia Priori,0
URR,179,4,Donald Duck - Buccaneer,Character,Steel,Legendary,3,4,1,,Dreamborn · Hero · Pirate · Captain,"BOARDING PARTY During your turn, whenever this character banishes a character in a challenge, your other characters get +1 LORE this turn.",Mickey Mouse & Friends,Nobody stands a chance against the daring duck of the high seas!,Federico M. Cugliari,0
URR,200,1,Fortisphere,Item,Steel,Common,,,,,,"RESOURCEFUL When you play this item, you may draw a card.   EXTRACT OF STEEL 1 ⬡, Banish this item - Chosen character of yours gains Bodyguard until the start of your next turn.",Lorcana,,Mariana Moreno,0
URR,201,2,Imperial Bow,Item,Steel,Uncommon,,,,,,"WITHIN RANGE Exert, 1 ⬡ - Chosen Hero character gains Challenger +2 and Evasive this turn.",Mulan,,Yari Lute,0
URR,181,3,LeFou - Opportunistic Flunky,Character,Steel,Rare,2,3,1,,Dreamborn · Ally,"I LEARNED FROM THE BEST During your turn, you may play this character for free if an opposing character was banished in a challenge this turn.",Beauty and the Beast,,Kendall Hale,0
URR,183,3,Ling - Imperial Soldier,Character,Steel,Uncommon,3,3,1,,Storyborn · Ally,FULL OF SPIRIT Your Hero characters get +1 STR.,Mulan,A good friend is handy in a fight.,Michela Cacciatore / Giulia Priori,0
URR,184,3,Luisa Madrigal - Rock of the Family,Character,Steel,Common,2,4,1,,Storyborn · Ally · Madrigal,"I'M THE STRONG ONE While you have another character in play, this character gets +2 STR.",Encanto,There's no way Ursula's creatures are getting to that donkey.,Samanta Erdini,0
URR,185,2,Magic Broom - Aerial Cleaner,Character,Steel,Common,2,3,1,,Dreamborn · Broom,"WINGED FOR A DAY During your turn, this character gains Evasive.",Fantasia,It spends its days keeping the treasured glimmers in the Hall of Lorcana sparkling clean.,Alibeth Zermeno,0
URR,186,6,Magic Broom - Brigade Commander,Character,Steel,Super Rare,2,6,2,,Dreamborn · Broom,Resist +1 ARMY OF BROOMS This character gets +2 STR for each other character named Magic Broom you have in play.,Fantasia,,Otto Paredes,0
URR,187,5,Mickey Mouse - Playful Sorcerer,Character,Steel,Rare,3,4,2,,Floodborn · Hero · Sorcerer,"Shift 3 ⬡, Resist +1 SWEEP AWAY When you play this character, deal damage to chosen character equal to the number of Broom characters you have in play.",Fantasia,,Alice Pisoni,0
URR,189,4,Mulan - Armored Fighter,Character,Steel,Uncommon,3,6,1,,Storyborn · Hero · Princess,,Mulan,"""Maybe what I really wanted was to prove I could do things right, so when I looked in the mirror, I'd see someone worthwhile.""",Amber Kommavongsa,0
URR,191,5,Piglet - Sturdy Swordsman,Character,Steel,Legendary,3,5,3,,Dreamborn · Hero,"Resist +1 NOT SO SMALL ANYMORE While you have no cards in your hand, this character can challenge ready characters.",Winnie the Pooh,,Alex Accorsi,0
URR,192,4,Rajah - Royal Protector,Character,Steel,Rare,3,4,2,,Storyborn · Ally,"STEADY GAZE While you have no cards in your hand, characters with cost 4 or less can't challenge this character.",Aladdin,As regal as his namesake and just as powerful.,Sandara Tang,0
URR,193,7,Raya - Unstoppable Force,Character,Steel,Super Rare,3,6,2,,Dreamborn · Hero · Princess,"Challenger +2, Resist +2 YOU GAVE IT YOUR BEST During your turn, whenever this character banishes another character in a challenge, you may draw a card.",Raya and the Last Dragon,,Grace Tran,0
URR,202,3,RLS Legacy's Cannon,Item,Steel,Rare,,,,,,"BA-BOOM! Exert, 2 ⬡, Discard a card - Deal 2 damage to chosen character or location.",Treasure Planet,"""So help me, I'll use the ship's cannons to blast ya all to kingdom come!"" - John Silver",Luigi Aimé,0
URR,203,4,The Wall - Border Fortress,Location,Steel,Rare,,8,0,2,,"PROTECT THE REALM While you have an exerted character here, your other locations can't be challenged.",Mulan,,Jimmy Lo,0
URR,204,2,Thebes - The Big Olive,Location,Steel,Common,,7,0,1,,"IF YOU CAN MAKE IT HERE . . . During your turn, whenever a character banishes another character in a challenge while here, gain 2 lore.",Hercules,,Nicolas Ky,0
URR,199,1,Triton's Decree,Action,Steel,Common,,,,,,Each opponent chooses one of their characters and deals 2 damage to them.,The Little Mermaid,"""Ursula's foul creatures are not welcome in my kingdom!""",Carlos Gomes Cabral,0
URR,194,4,Yao - Imperial Soldier,Character,Steel,Common,2,5,1,,Storyborn · Ally,Challenger +2,Mulan,"""I'm gonna hit you so hard, it'll make your ancestors dizzy.""",Michela Cacciatore / Giulia Priori,0
"URR
FAB","003
015",4,Ariel - Singing Mermaid,Character,Amber,Rare,3,3,2,,Storyborn · Hero · Princess,Singer 7,The Little Mermaid,"""Watch and you'll see–some day I'll be part of your world!""",Matthew Robert Davies,0
"URR
FAB","033
034",1,Atlantica - Concert Hall,Location,Amber,Common,,6,0,2,,UNDERWATER ACOUSTICS Characters count as having +2 cost to sing songs while here.,The Little Mermaid,,Alex Shin,0
"URR
FAB","026
029",2,Bruno's Return,Action,Amber,Uncommon,,,,,,Return a character card from your discard to your hand. Then remove up to 2 damage from chosen character.,Encanto,"""I feel like I missed something important.""",Cristian Romero,0
"URR
FAB","007
011",4,Daisy Duck - Musketeer Spy,Character,Amber,Common,2,3,1,,Dreamborn · Hero · Musketeer,"INFILTRATION When you play this character, each opponent chooses and discards a card.","Mickey, Donald, Goofy: The Three Musketeers",She has a talent for thwarting hidden schemes.,Kendall Hale,0
"URR
FAB","013
018",3,Julieta Madrigal - Excellent Cook,Character,Amber,Uncommon,1,4,1,,Storyborn · Mentor · Madrigal,"SIGNATURE RECIPE When you play this character, you may remove up to 2 damage from chosen character. If you removed damage this way, you may draw a card.",Encanto,"""Eat this, mi amor.""",Cristian Romero,0
"URR
FAB","028
025",7,Look at this Family,Action · Song,Amber,Rare,,,,,,Sing Together 7 Look at the top 5 cards of your deck. You may reveal up to 2 character cards and put them into your hand. Put the rest on the bottom of your deck in any order.,Encanto,,Giulia Riva,0
"URR
FAB","029
028",4,Lost in the Woods,Action · Song,Amber,Uncommon,,,,,,All opposing characters get -2 STR until the start of your next turn.,Frozen,"I'm left behind, wondering if I should follow",Ellie Horie,0
"URR
FAB","020
016",5,Pluto - Rescue Dog,Character,Amber,Common,4,5,2,,Storyborn · Ally,"TO THE RESCUE When you play this character, you may remove up to 3 damage from one of your characters.",Mickey Mouse & Friends,"When you need help, his is the first face you want to see.",Kenneth Anderson,0
"URR
FAB","023
009",2,Stitch - Alien Dancer,Character,Amber,Common,2,3,1,,Storyborn · Hero · Alien,,Lilo & Stitch,"Moving to the music, he begins to understand the true meaning of ohana and how he fits into the family he has found.",Aisha Durmagambetova,0
